,Australian Bureau of Statistics,,,,,,,,
,,,,,,,,,
,2021 Census - selected dwelling characteristics,,,,,,,,
,SAL (EN) by VEHRD Number of Motor Vehicles (ranges),,,,,,,,
,Counting: Dwelling Records,,,,,,,,
,,,,,,,,,
,Filters:,,,,,,,,
,Default Summation,Dwelling Records,,,,,,,
,,,,,,,,,
,VEHRD Number of Motor Vehicles (ranges),No motor vehicles,One motor vehicle,Two motor vehicles,Three motor vehicles,Four or more motor vehicles,Not stated,Not applicable,Total
State,SAL (EN),,,,,,,,
NSW,Birmingham Gardens,86,383,297,108,73,58,73,1076
NSW,Birriwa,0,4,4,0,3,0,5,25
NSW,Birrong,86,363,320,116,67,64,37,1049
NSW,Bishops Bridge,0,19,24,18,14,5,11,88
NSW,Bithramere,0,7,28,8,8,8,12,76
NSW,Black Creek (Port Macquarie-Hastings - NSW),0,7,10,0,4,3,0,25
NSW,Black Creek (Snowy Valleys - NSW),0,0,0,0,0,0,0,6
NSW,Black Head,10,242,162,36,24,8,146,625
NSW,Black Hill (NSW),0,18,42,43,51,11,16,181
NSW,Black Hollow,0,3,0,5,0,0,0,9
NSW,Black Mountain (NSW),0,32,42,21,11,12,5,123
NSW,Black Range (NSW),0,19,35,14,8,8,8,88
NSW,Black Springs (NSW),0,17,28,16,7,13,29,118
NSW,Blackalls Park,76,371,405,133,105,37,55,1183
NSW,Blackbutt (NSW),62,383,461,188,121,40,45,1302
NSW,Blackett,163,425,305,97,48,186,72,1297
NSW,Blackheath,165,1052,697,167,65,101,662,2908
NSW,Blackmans Flat,0,3,4,0,0,0,0,8
NSW,Blackmans Point,3,33,17,12,8,19,0,104
NSW,Blacksmiths,55,310,269,86,50,41,83,892
NSW,Blacktown,1618,6866,5262,1665,819,1310,1270,18804
NSW,Blackville,0,4,11,5,9,19,25,72
NSW,Blackwall (NSW),71,360,271,84,31,52,80,946
NSW,Blair Athol (NSW),12,196,325,164,81,30,14,822
NSW,Blairmount,3,35,43,21,14,15,6,134
NSW,Blakebrook,0,11,20,11,5,5,0,56
NSW,Blakehurst,93,553,813,341,211,91,143,2256
NSW,Blakney Creek,0,7,5,4,11,4,0,34
NSW,Bland,0,5,3,9,3,4,9,31
NSW,Blandford,0,27,33,16,7,9,21,119
NSW,Blaxland (NSW),120,884,1116,362,196,73,121,2887
NSW,Blaxlands Creek,0,9,17,13,4,7,7,42
NSW,Blaxlands Ridge,0,14,48,43,59,4,0,176
NSW,Blayney,67,482,487,203,95,55,129,1517
NSW,Bligh Park,75,666,933,327,186,71,71,2337
NSW,Blighty,0,15,26,14,6,12,23,93
NSW,Blowering,0,0,0,0,0,3,0,3
NSW,Blue Bay,51,197,169,39,30,32,172,687
NSW,Blue Haven,66,752,913,326,158,80,98,2400
NSW,Blue Knob,3,49,32,6,10,21,10,125
NSW,Blue Mountains National Park,0,0,0,0,0,0,0,3
NSW,Blue Nobby,0,0,4,3,5,0,5,15
NSW,Blue Vale,0,0,7,5,5,4,3,32
NSW,Blueys Beach,4,61,35,11,3,11,145,277
NSW,Boambee,15,104,253,114,97,34,20,642
NSW,Boambee East,48,798,821,243,111,60,92,2171
NSW,Boambolo,0,7,12,0,3,4,5,27
NSW,Boat Harbour (Lismore - NSW),0,0,5,3,0,0,0,11
NSW,Boat Harbour (Port Stephens - NSW),3,94,164,71,33,7,125,500
NSW,Bobadah,0,0,4,3,0,0,0,11
NSW,Bobin,0,8,28,11,0,6,14,74
NSW,Bobs Creek,0,6,10,10,6,6,7,43
NSW,Bobs Farm,5,89,105,33,30,27,24,307
NSW,Bobundara,0,4,3,0,6,0,5,16
NSW,Boco,0,0,0,0,0,0,0,9
NSW,Bocoble,0,11,28,6,5,4,17,70
NSW,Bocobra,0,9,4,5,9,0,3,23
NSW,Bodalla,8,94,111,56,38,43,52,405
NSW,Bodangora,0,8,9,5,10,4,15,47
NSW,Boeill Creek,0,0,15,10,4,0,18,49
NSW,Bogan,0,3,6,3,0,0,0,18
NSW,Bogan Gate,5,32,20,23,18,15,33,136
NSW,Bogangar,58,435,518,118,69,72,162,1434
NSW,Bogee,0,11,12,4,4,6,15,55
NSW,Boggabilla,48,85,66,29,9,114,56,415
NSW,Boggabri,16,168,168,66,43,82,92,632
NSW,Bogong Peaks Wilderness,0,0,0,0,0,0,0,0
NSW,Bohena Creek,0,3,19,18,8,19,7,77
NSW,Bohnock,0,0,11,5,4,4,4,30
NSW,Bolaro,0,9,11,0,0,0,13,32
NSW,Bolivia,0,11,11,8,0,3,8,43
NSW,Bolong,0,12,8,3,5,0,4,41
NSW,Bolton Point,54,333,244,81,57,48,59,874
NSW,Bolwarra (NSW),10,124,206,72,52,23,19,506
NSW,Bolwarra Heights,7,213,489,225,154,25,34,1157
NSW,Bom Bom,0,0,0,0,0,0,0,0
NSW,Bomaderry,217,1245,910,297,137,167,215,3186
NSW,Bombah Point,0,0,0,3,3,0,0,9
NSW,Bombala,33,201,199,92,38,55,92,700
NSW,Bombay,0,5,17,20,3,10,20,67
NSW,Bombira,4,24,85,34,22,9,10,182
NSW,Bombo,0,14,32,5,7,4,7,72
NSW,Bombowlee,0,17,46,26,15,9,19,129
NSW,Bombowlee Creek,0,0,0,8,3,6,0,22
NSW,Bomen,0,0,8,5,3,5,0,15
NSW,Bonalbo,12,91,47,21,6,8,32,211
NSW,Bondi,1007,2256,943,181,63,327,595,5369
NSW,Bondi Beach,1381,2620,941,177,46,336,1014,6514
NSW,Bondi Forest,0,0,0,0,0,0,0,0
NSW,Bondi Junction,1280,2283,684,101,25,386,696,5456
NSW,Bonnells Bay,46,506,665,216,100,55,143,1734
