State,Suburb,Postgraduate Degree Level,Graduate Diploma and Graduate Certificate Level,Bachelor Degree Level,Advanced Diploma and Diploma Level,Certificate III & IV Level,Secondary Education - Years 10 and above,Certificate I & II Level,Secondary Education - Years 9 and below,Supplementary Codes,Not stated,Not applicable,Total
NSW,Black Hill (NSW),22,11,68,62,92,108,0,38,16,44,105,561
NSW,Black Hollow,0,0,5,0,0,5,0,6,0,0,7,19
NSW,Black Mountain (NSW),12,8,36,32,26,76,0,18,0,28,66,308
NSW,Black Range (NSW),4,6,12,10,27,46,0,8,8,20,58,202
NSW,Black Springs (NSW),4,0,12,6,31,77,0,18,6,40,35,224
NSW,Blackalls Park,32,32,176,187,535,718,3,293,89,170,494,2756
NSW,Blackbutt (NSW),63,27,242,237,613,938,0,278,128,207,577,3298
NSW,Blackett,11,10,96,106,322,1081,4,400,109,402,903,3446
NSW,Blackheath,292,119,712,434,541,916,8,214,153,338,684,4395
NSW,Blackmans Flat,0,0,0,0,8,0,0,0,0,4,8,26
NSW,Blackmans Point,0,5,12,7,39,47,0,18,4,26,13,168
NSW,Blacksmiths,18,17,122,117,361,485,0,245,46,149,279,1843
NSW,Blacktown,2311,375,5661,3420,4839,12564,37,3378,1606,3313,9658,47172
NSW,Blackville,0,0,3,15,10,32,0,9,0,16,30,114
NSW,Blackwall (NSW),34,24,139,150,304,532,0,156,53,193,303,1892
NSW,Blair Athol (NSW),86,22,435,239,299,819,0,132,100,104,642,2881
NSW,Blairmount,8,4,41,30,46,114,0,35,8,30,103,421
NSW,Blakebrook,3,0,7,6,21,35,0,23,4,22,28,150
NSW,Blakehurst,290,78,1090,537,519,1614,0,354,219,343,1164,6219
NSW,Blakney Creek,0,0,12,3,11,13,0,4,3,9,13,64
NSW,Bland,0,0,4,0,3,13,0,5,0,5,9,43
NSW,Blandford,0,0,23,10,29,57,0,18,6,17,23,182
NSW,Blaxland (NSW),397,182,1066,697,1075,1610,4,307,251,351,1506,7449
NSW,Blaxlands Creek,0,0,12,12,26,28,0,11,8,14,14,118
NSW,Blaxlands Ridge,5,6,36,33,102,110,0,21,14,62,107,503
NSW,Blayney,25,29,167,162,557,889,3,395,98,366,688,3377
NSW,Bligh Park,73,53,361,454,1266,1777,8,420,156,266,1527,6360
NSW,Blighty,3,0,9,11,17,39,0,12,4,13,42,138
NSW,Blowering,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Blue Bay,27,12,95,86,168,290,0,64,34,115,137,1030
NSW,Blue Haven,23,34,212,358,1156,1844,10,585,162,428,1568,6377
NSW,Blue Knob,8,4,35,13,28,54,0,6,7,45,24,221
NSW,Blue Mountains National Park,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Blue Nobby,0,0,6,4,0,9,0,0,0,5,0,26
NSW,Blue Vale,0,0,3,3,14,17,0,4,0,6,11,61
NSW,Blueys Beach,10,0,18,15,38,41,0,11,4,15,27,188
NSW,Boambee,44,36,229,131,246,371,3,122,47,136,298,1667
NSW,Boambee East,56,59,397,388,939,1429,4,434,164,326,1053,5242
NSW,Boambolo,0,4,14,6,3,13,0,0,0,0,9,53
NSW,Boat Harbour (Lismore - NSW),0,0,25,10,25,32,0,9,6,11,19,142
NSW,Boat Harbour (Port Stephens - NSW),29,19,117,87,180,196,0,44,30,62,195,958
NSW,Bobadah,0,0,0,0,0,4,0,0,0,0,0,11
NSW,Bobin,3,0,15,13,31,28,0,9,4,25,23,157
NSW,Bobs Creek,4,0,11,10,11,18,0,9,8,10,8,87
NSW,Bobs Farm,4,6,35,28,107,104,0,40,19,47,64,444
NSW,Bobundara,0,0,3,0,0,0,0,0,0,5,4,19
NSW,Boco,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Bocoble,4,0,9,8,27,28,0,20,4,25,29,149
NSW,Bocobra,0,0,0,0,12,6,0,0,0,13,10,53
NSW,Bodalla,16,5,48,56,149,220,0,67,22,52,102,740
NSW,Bodangora,0,0,9,8,12,15,0,9,0,17,6,75
NSW,Boeill Creek,3,0,11,0,19,25,0,10,0,16,17,102
NSW,Bogan,0,0,0,0,3,7,0,0,0,0,0,14
NSW,Bogan Gate,0,0,12,14,28,77,0,27,4,54,62,291
NSW,Bogangar,59,55,311,204,532,742,3,195,93,244,624,3062
NSW,Bogee,0,3,3,9,10,24,0,6,6,5,6,78
NSW,Boggabilla,3,3,42,31,76,254,0,148,16,147,255,989
NSW,Boggabri,0,5,45,41,168,320,3,141,16,166,218,1129
NSW,Bogong Peaks Wilderness,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Bohena Creek,0,4,4,9,23,51,0,12,9,28,31,171
NSW,Bohnock,0,3,6,9,18,14,0,3,4,9,17,69
NSW,Bolaro,3,0,5,3,12,5,0,0,0,7,4,38
NSW,Bolivia,0,0,6,4,7,20,0,3,6,0,14,70
NSW,Bolong,0,0,6,5,11,33,0,11,0,3,25,102
NSW,Bolton Point,27,23,149,125,320,537,3,206,63,258,394,2122
NSW,Bolwarra (NSW),34,11,142,77,169,236,0,50,31,50,188,991
NSW,Bolwarra Heights,82,54,357,278,465,635,0,167,76,136,741,2981
NSW,Bom Bom,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Bomaderry,79,69,416,470,1147,1641,16,730,225,752,1119,6666
NSW,Bombah Point,0,0,6,0,0,4,0,0,0,4,3,14
NSW,Bombala,11,10,75,65,229,378,0,185,34,145,255,1383
NSW,Bombay,8,0,17,18,14,8,0,6,3,13,28,118
NSW,Bombira,8,9,57,27,45,70,0,11,6,34,75,349
NSW,Bombo,0,0,9,9,19,23,0,3,6,13,10,108
NSW,Bombowlee,8,5,23,16,43,81,0,35,3,30,52,295
NSW,Bombowlee Creek,0,0,3,3,13,22,0,8,0,8,7,51
NSW,Bomen,0,0,0,5,3,10,0,0,0,0,3,26
NSW,Bomera,0,0,0,4,0,13,0,4,0,5,10,38
NSW,Bonalbo,3,8,23,10,56,99,0,46,12,60,50,373
NSW,Bondi,918,197,2715,881,647,1695,0,205,318,1244,1229,10049
NSW,Bondi Beach,1161,261,3308,891,655,1871,0,171,298,1756,1287,11653
NSW,Bondi Forest,0,0,0,0,0,0,0,0,0,3,0,3
NSW,Bondi Junction,929,196,2415,779,519,1642,4,197,260,1325,1176,9440
NSW,Bonnells Bay,71,40,266,315,626,928,0,299,125,257,648,3575
NSW,Bonnet Bay,119,52,390,250,270,502,0,84,93,77,420,2265
NSW,Bonny Hills,62,45,294,236,570,699,5,215,106,217,528,2976
NSW,Bonnyrigg,97,24,600,477,675,2858,12,996,694,544,1689,8670
NSW,Bonnyrigg Heights,96,44,631,493,715,2401,10,690,520,299,1405,7305
NSW,Bonshaw (NSW),0,0,9,7,8,37,0,12,7,17,50,136
NSW,Bonville,34,39,264,196,462,637,0,185,82,167,483,2548
NSW,Booerie Creek,0,0,10,14,25,47,0,8,4,40,18,165
NSW,Book Book,0,0,7,13,3,17,0,12,0,14,25,94
NSW,Booker Bay,21,17,114,103,216,378,0,114,56,154,152,1322
NSW,Bookham,0,3,15,13,25,43,0,11,6,20,21,162
NSW,Bookookoorara,0,0,5,0,8,3,0,5,0,3,5,28
NSW,Bookram,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Boolambayte,0,4,3,12,16,18,0,7,4,7,16,84
NSW,Boolaroo,14,9,64,61,211,327,4,111,31,67,144,1034
NSW,Boolcarroll,0,0,4,0,4,0,0,0,0,0,5,14
NSW,Booligal,0,0,9,9,12,27,0,12,0,15,17,96
NSW,Boolijah,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Boomanoomana,0,0,10,0,13,17,0,7,0,25,22,95
NSW,Boomerang Beach,7,9,31,23,55,58,0,9,3,40,61,297
NSW,Boomey,0,0,3,0,5,18,0,0,0,12,34,73
NSW,Boomi,3,0,12,15,19,60,0,19,7,28,45,203
NSW,Boomi Creek,0,0,3,0,0,3,0,8,0,0,0,21
NSW,Boona Mount,0,0,5,0,0,5,0,3,0,3,3,20
NSW,Boonal,0,0,4,4,0,15,0,0,0,6,12,45
NSW,Boonoo Boonoo,0,0,4,0,0,7,0,0,0,0,3,17
NSW,Boorabee Park,0,6,14,5,12,23,0,7,6,10,23,103
NSW,Booragul,9,7,71,74,225,352,0,182,42,93,229,1282
NSW,Booral (NSW),10,5,24,22,83,113,0,37,5,43,76,404
NSW,Boorga,0,0,0,0,0,0,0,0,0,4,0,12
NSW,Boorganna,0,0,0,5,0,3,0,4,0,7,9,27
NSW,Boorolong,3,0,11,0,6,22,0,5,0,12,21,86
NSW,Boorook,0,0,0,6,4,9,0,6,0,6,3,31
NSW,Boorooma,32,23,150,51,104,216,0,25,22,35,206,862
NSW,Booroorban,0,0,4,4,5,17,0,0,0,0,9,34
NSW,Boorowa,23,13,105,100,237,456,0,187,57,192,268,1640
NSW,Bootawa,6,0,11,15,28,49,0,7,6,30,20,174
NSW,Booti Booti,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Booyong,3,0,11,9,15,19,0,4,0,5,15,82
NSW,Bora Ridge,0,0,5,7,11,32,0,9,3,11,34,116
NSW,Borah Creek,0,0,4,0,0,9,0,5,0,3,3,36
NSW,Borambola,0,0,12,5,16,32,0,4,0,7,23,105
NSW,Border Ranges,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Boree,0,3,11,6,18,29,0,3,6,7,18,95
NSW,Boree Creek,0,0,11,8,28,59,0,25,8,14,45,201
NSW,Borenore,23,11,62,33,66,86,0,23,21,46,95,464
NSW,Boro,0,3,0,3,21,22,0,10,0,17,22,89
NSW,Bossley Park,218,74,1226,965,1567,4410,18,1772,876,866,2587,14580
NSW,Bostobrick,0,0,12,10,25,33,0,15,0,9,31,137
NSW,Botany,514,128,1383,894,1286,2579,3,571,298,926,2227,10822
NSW,Botobolar,0,0,3,7,27,19,0,6,0,5,26,87
NSW,Bottle Creek,0,0,0,0,0,5,0,9,0,0,7,24
NSW,Bouddi,0,0,0,0,0,4,0,0,0,5,0,8
NSW,Bourbah,0,0,3,0,12,13,0,0,0,0,10,39
NSW,Bourke,27,7,133,99,178,433,4,193,36,356,445,1915
NSW,Bourkelands,70,49,303,234,474,666,3,153,75,141,680,2852
NSW,Bournda,0,0,15,6,33,26,0,8,0,32,32,150
NSW,Bournewood,0,0,10,9,5,4,0,6,0,3,10,52
NSW,Bow Bowing,42,6,176,135,207,496,0,98,43,73,336,1603
NSW,Bowan Park,7,0,13,13,11,34,0,3,3,3,32,113
NSW,Bowen Mountain,43,23,156,137,290,351,3,77,38,83,365,1572
NSW,Bowenfels,9,8,58,72,294,540,9,273,43,298,440,2047
NSW,Bowling Alley Point,0,0,6,3,5,9,0,3,0,4,8,31
NSW,Bowman,0,6,18,6,20,34,0,10,4,14,29,142
NSW,Bowman Farm,0,0,5,0,6,13,0,5,3,4,4,45
NSW,Bowmans Creek,0,0,0,0,0,5,0,0,0,0,0,10
NSW,Bowna,3,0,13,14,15,18,0,6,5,10,18,108
NSW,Bowning,14,10,47,48,82,157,0,31,8,64,100,572
NSW,Bowral,515,248,1421,1036,1218,2415,9,548,398,886,1639,10331
NSW,Bowraville,6,12,40,51,165,305,3,136,24,145,232,1120
NSW,Box Head,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Box Hill (NSW),16,9,76,63,168,230,3,100,32,60,149,899
NSW,Box Ridge,0,0,0,4,9,16,0,4,0,5,9,48
NSW,Boxers Creek,4,3,8,16,48,35,0,31,7,28,43,230
NSW,Boydtown,0,0,0,6,15,23,0,9,0,13,3,73
NSW,Bradbury (NSW),150,59,577,571,1401,2586,6,650,294,601,1908,8800
NSW,Braefield,0,0,0,4,15,17,0,11,3,4,11,63
NSW,Braemar,20,0,45,24,80,113,0,22,18,27,107,448
NSW,Braemar Bay,0,0,0,0,5,6,0,5,3,0,0,20
NSW,Braidwood,64,29,185,106,209,365,0,112,49,216,313,1652
NSW,Brandy Hill,12,15,78,55,117,180,0,35,28,53,99,669
NSW,Branxton,22,20,144,130,392,473,3,179,42,157,426,1987
NSW,Braunstone,3,5,24,14,52,93,0,26,8,37,39,293
NSW,Brawboy,0,0,4,0,0,7,0,4,0,0,0,21
NSW,Bray Park (NSW),4,8,46,52,136,181,3,93,33,74,171,793
NSW,Brays Creek,0,0,6,4,4,9,0,5,3,18,11,70
NSW,Brayton,0,4,11,23,32,25,0,13,5,29,30,171
NSW,Breadalbane (NSW),0,0,17,6,11,23,0,5,3,9,29,99
NSW,Breakfast Creek,0,0,5,4,0,7,0,7,8,3,11,46
NSW,Breakfast Point,397,97,923,426,318,899,0,97,161,290,580,4190
NSW,Bream Beach,0,0,0,0,0,3,0,0,0,4,3,16
NSW,Bredbo,9,3,27,27,61,82,0,29,7,50,62,348
NSW,Breelong,0,0,0,0,12,15,0,10,3,6,5,63
NSW,Breeza,0,3,11,9,20,38,0,31,0,13,25,147
NSW,Bretti,3,0,0,0,3,6,0,0,3,4,4,25
NSW,Brewarrina,7,4,48,41,87,303,3,164,18,202,265,1147
NSW,Brewongle,3,0,8,0,25,30,0,11,9,14,16,121
NSW,Briarbrook,0,0,0,0,0,5,0,0,0,3,3,9
NSW,Bribbaree,0,0,4,8,30,38,0,20,3,21,25,138
NSW,Bridgman,4,3,10,13,54,44,0,8,4,9,53,204
NSW,Brierfield,9,0,60,24,51,57,0,18,4,24,75,330
NSW,Brighton-le-Sands,359,97,1157,739,836,2073,5,569,327,924,1241,8326
NSW,Brightwaters,23,13,69,87,188,226,0,54,33,58,152,905
NSW,Bril Bril,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Brimbin,3,0,0,3,14,16,0,12,0,0,7,60
NSW,Brindabella,4,0,4,0,5,4,0,0,0,4,0,24
NSW,Brinerville,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Bringelly,17,17,167,136,445,714,0,268,78,206,463,2509
NSW,Bringenbrong,0,0,0,8,7,11,0,4,3,3,13,50
NSW,Brisbane Grove,4,0,10,4,29,36,0,14,3,8,23,134
NSW,Broadmeadow,66,33,254,114,220,407,0,99,42,83,281,1595
NSW,Broadwater (Bega Valley - NSW),4,3,6,6,23,27,0,7,4,8,23,118
NSW,Broadwater (Richmond Valley - NSW),8,4,39,31,139,162,0,60,14,71,121,643
NSW,Broadway,0,0,0,0,12,7,0,0,0,6,9,41
NSW,Brobenah,0,0,0,0,6,9,0,0,0,0,3,15
NSW,Brocklehurst,6,0,24,26,60,84,0,36,3,42,81,358
NSW,Brocklesby,0,0,12,15,26,39,0,21,3,16,44,182
NSW,Brockley,0,0,0,0,5,5,0,0,0,0,17,43
NSW,Brodies Plains,0,0,3,4,8,8,0,6,3,11,18,55
NSW,Brogans Creek,0,0,0,0,6,3,0,0,0,0,0,10
NSW,Brogers Creek,3,5,12,3,5,5,0,0,0,9,0,43
NSW,Brogo,16,13,58,41,93,123,0,24,12,53,66,500
NSW,Broke (NSW),10,6,35,26,92,128,0,48,8,89,137,581
NSW,Broken Head,15,0,56,27,43,52,0,8,11,25,45,278
NSW,Broken Hill,193,179,904,810,2900,4694,35,2456,391,2282,2966,17811
NSW,Brombin,3,4,11,8,20,35,0,7,0,9,22,114
NSW,Bronte,718,157,1689,483,428,1049,0,177,167,518,1346,6726
NSW,Brookdale (NSW),0,0,0,0,3,12,0,0,0,3,9,26
NSW,Brookfield (NSW),0,0,16,19,39,51,0,10,4,28,28,205
NSW,Brooklana,0,0,7,5,9,16,0,10,0,6,0,42
NSW,Brooklet,17,7,41,23,43,51,0,6,10,27,40,254
NSW,Brooklyn (NSW),42,11,102,66,110,188,0,32,25,63,94,727
NSW,Brookong,0,0,0,0,0,0,0,0,0,0,5,5
NSW,Brookvale,157,51,570,307,393,746,4,147,123,189,461,3160
NSW,Brooman,3,0,3,0,8,3,0,0,0,0,3,27
NSW,Brooms Head,4,5,25,16,39,60,0,22,8,26,15,211
NSW,Broughams Gate,0,0,0,6,5,5,0,0,0,0,6,16
NSW,Broughton (NSW),3,0,15,14,11,18,0,3,6,4,17,91
NSW,Broughton Vale,8,10,32,19,25,29,0,6,0,7,16,165
NSW,Broughton Village,10,0,3,7,15,21,0,5,0,0,16,84
NSW,Broulee,44,45,208,132,274,363,0,143,60,168,283,1717
NSW,Brownlow Hill,44,10,48,24,61,110,0,13,5,23,88,422
NSW,Browns Creek,3,0,4,3,25,22,0,7,4,9,19,99
NSW,Browns Mountain,0,0,0,0,0,4,0,0,0,0,7,20
NSW,Brownsville,4,3,25,29,106,160,0,77,12,47,64,531
NSW,Brucedale,3,0,27,13,36,40,0,7,9,13,34,182
NSW,Bruie Plains,0,0,0,5,3,6,0,0,0,4,16,49
NSW,Bruinbun,0,0,0,0,3,7,0,0,0,17,4,46
NSW,Brumby Plains,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Brundee,0,0,0,0,13,13,0,4,0,3,11,49
NSW,Brungle,0,0,3,3,10,26,0,21,6,4,28,114
NSW,Brungle Creek,0,0,5,0,6,12,0,0,0,9,5,28
NSW,Brunkerville,11,4,36,22,37,44,0,16,4,14,26,202
NSW,Brunswick Heads,54,33,203,151,263,424,4,119,47,223,228,1738
NSW,Brushgrove,9,0,17,5,36,58,0,21,9,21,17,200
NSW,Brushy Creek,5,0,3,5,0,3,0,0,0,3,8,22
NSW,Buangla,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Bucca (NSW),6,7,49,37,94,147,0,34,12,51,108,548
NSW,Bucca Wauka,0,0,8,4,21,12,0,13,0,12,13,81
NSW,Buccarumbi,0,0,0,4,6,0,0,0,0,4,0,21
NSW,Buchanan (NSW),9,5,19,8,26,45,0,20,11,23,33,194
NSW,Buckajo,5,5,22,20,57,78,0,21,13,26,49,297
NSW,Buckaroo,6,5,20,11,22,31,0,10,0,14,19,129
NSW,Buckenbowra,0,0,0,0,5,7,0,0,3,0,4,19
NSW,Buckenderra,0,0,0,0,0,13,0,4,0,0,0,19
NSW,Buckendoon,0,0,3,4,4,9,3,3,0,3,10,38
NSW,Bucketty,11,0,19,14,35,36,0,14,5,25,40,183
NSW,Buckra Bendinni,0,0,4,5,19,17,0,15,7,20,10,99
NSW,Budawang,3,0,4,0,3,6,0,0,0,0,0,14
NSW,Buddabadah,0,0,7,0,8,11,0,3,3,7,9,51
NSW,Budden,0,0,0,4,5,3,0,5,0,5,3,19
NSW,Budderoo,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Buddong,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Budgee Budgee (NSW),4,3,12,12,45,48,0,6,7,18,40,194
NSW,Budgewoi,37,32,173,219,655,929,0,325,98,331,568,3362
NSW,Budgewoi Peninsula,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Budgong,10,3,10,14,7,4,0,0,5,12,4,67
NSW,Buff Point,26,17,167,216,696,955,7,351,92,336,653,3506
NSW,Bugaldie,3,0,15,10,20,41,0,10,0,19,21,140
NSW,Bukalong,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Bukkulla,0,0,10,12,22,32,0,13,8,14,34,136
NSW,Bulahdelah,14,12,59,65,218,422,5,207,51,191,186,1424
NSW,Bulee,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Bulga (NSW),9,0,30,15,56,85,0,39,11,42,73,357
NSW,Bulga Forest,4,0,0,0,0,0,0,0,0,0,0,9
NSW,Bulgary,0,0,0,4,0,0,0,4,0,0,0,12
NSW,Bulla (NSW),0,0,0,0,0,0,0,0,0,0,0,6
NSW,Bulla Creek,0,0,9,0,0,16,0,3,3,3,21,61
NSW,Bullaburra,60,36,163,130,194,261,0,53,30,65,231,1232
NSW,Bullagreen,0,0,8,5,10,14,0,6,0,0,17,47
NSW,Bullarah,0,0,10,6,10,38,0,7,0,29,16,114
NSW,Bullatale,0,0,3,3,4,12,0,3,0,3,9,39
NSW,Bullawa Creek,5,0,7,5,20,17,0,7,5,19,18,102
NSW,Bulldog,0,0,0,0,5,5,0,6,5,6,0,29
NSW,Bulli,323,144,766,503,883,1221,3,366,176,341,1387,6108
NSW,Bulliac,0,0,0,5,3,9,0,8,5,5,7,46
NSW,Bullio,6,4,0,0,12,15,0,10,4,19,20,85
NSW,Bulyeroi,0,0,4,0,0,3,0,0,0,0,7,19
NSW,Bumbaldry,0,0,0,14,18,22,0,10,3,21,10,103
NSW,Bumbalong,0,3,0,0,4,4,0,4,0,4,6,25
NSW,Bundabah,4,0,10,14,15,26,0,6,3,10,15,105
NSW,Bundagen,4,3,27,13,17,31,0,0,5,16,23,137
NSW,Bundanoon (NSW),121,67,361,275,396,615,3,161,94,261,378,2730
NSW,Bundarra,6,8,25,39,108,171,0,104,14,83,119,677
NSW,Bundeena,125,54,258,184,312,375,0,84,66,108,343,1918
NSW,Bundella,0,0,7,7,12,17,0,4,3,5,19,66
NSW,Bundemar,0,0,5,5,9,10,0,0,4,5,10,41
NSW,Bundewallah,0,5,13,3,3,4,0,3,3,9,3,47
NSW,Bundook,0,0,4,0,21,28,0,11,5,17,19,100
NSW,Bundure,0,0,0,0,0,5,0,0,0,0,0,8
NSW,Bungaba,0,0,3,0,14,25,0,14,0,15,22,92
NSW,Bungabbee,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Bungalora,5,0,8,5,12,21,0,0,6,0,10,67
NSW,Bungarby,0,0,17,7,7,22,0,7,4,7,6,76
NSW,Bungarribee,281,40,570,185,144,460,0,68,56,81,754,2634
NSW,Bungawalbin,0,3,3,8,27,29,0,10,4,15,13,117
NSW,Bungendore,250,113,449,386,594,867,0,141,90,305,990,4179
NSW,Bungonia,6,3,25,20,60,91,0,44,16,44,57,372
NSW,Bungowannah,6,3,18,17,26,35,0,7,7,12,28,162
NSW,Bungwahl,7,6,19,12,51,54,0,11,6,24,45,230
NSW,Bunnaloo,0,0,12,3,12,41,0,6,0,7,16,102
NSW,Bunnan,4,0,6,7,20,21,0,20,5,11,18,103
NSW,Bunyah,0,0,12,10,32,35,0,13,9,17,19,140
NSW,Bunyan,8,4,14,9,31,39,0,11,9,19,28,154
NSW,Burcher,0,0,0,3,6,31,0,8,3,17,10,84
NSW,Bureen,0,0,4,6,10,17,0,11,0,0,10,58
NSW,Burnt Bridge,0,0,5,7,23,38,0,20,6,17,39,155
NSW,Burnt Yards,0,0,4,0,7,4,0,4,0,0,8,30
NSW,Buronga,12,15,82,97,189,304,0,105,24,133,258,1215
NSW,Burra (Queanbeyan-Palerang Regional - NSW),53,31,117,79,73,171,0,38,15,87,136,797
NSW,Burra (Snowy Valleys - NSW),3,5,4,4,6,16,0,6,0,13,14,68
NSW,Burra Creek,0,0,3,6,5,25,0,8,0,12,13,81
NSW,Burraboi,0,0,3,0,17,18,0,3,0,6,10,65
NSW,Burradoo,155,63,475,289,232,577,0,125,94,243,383,2644
NSW,Burraga,0,0,7,3,8,27,0,6,3,14,25,91
NSW,Burragate,0,3,6,17,19,21,0,5,0,16,12,107
NSW,Burrandana,0,0,5,4,4,0,0,0,0,0,7,21
NSW,Burraneer,163,69,622,358,384,834,0,155,108,189,700,3587
NSW,Burrangong,0,0,24,3,36,65,0,24,5,19,47,235
NSW,Burrapine,0,0,0,3,3,17,0,5,3,19,9,58
NSW,Burrawang,23,7,46,33,60,60,0,31,14,29,66,361
NSW,Burrell Creek,4,4,19,21,36,63,0,14,9,29,27,216
NSW,Burren Junction,0,5,17,13,33,81,0,29,9,26,61,273
NSW,Burrier,0,0,0,6,9,13,0,6,5,4,3,45
NSW,Burrill Lake,16,13,89,102,279,380,0,149,51,150,235,1465
NSW,Burringbar,17,7,60,53,146,241,0,73,12,93,151,853
NSW,Burrinjuck,0,0,0,0,0,3,0,0,0,6,3,14
NSW,Burroway,0,0,12,11,14,26,0,13,3,21,28,121
NSW,Burrumbuttock,7,5,22,29,61,83,0,32,5,36,71,361
NSW,Burrundulla,0,0,11,15,19,29,0,14,9,18,34,147
NSW,Burwood (NSW),1667,193,3575,1235,705,4502,5,832,613,1136,1572,16032
NSW,Burwood Heights,60,13,166,58,84,238,0,69,41,88,166,987
NSW,Busby,29,13,156,189,363,1270,10,486,182,518,1078,4286
NSW,Busbys Flat,0,0,0,3,10,5,0,3,0,4,8,36
NSW,Bushells Ridge,0,0,0,0,0,3,0,3,5,0,0,19
NSW,Buttaba,27,16,109,83,214,264,0,80,41,44,220,1097
NSW,Buttai,0,0,10,4,12,15,0,3,0,0,7,56
NSW,Butterwick,0,4,18,17,23,31,0,16,8,9,24,141
NSW,Buxton (NSW),18,14,90,140,424,538,5,127,41,138,502,2027
NSW,Byabarra,3,9,30,18,66,79,0,23,10,22,70,330
NSW,Byadbo Wilderness,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Byangum,4,0,11,10,29,33,0,10,6,11,20,137
NSW,Bylong,4,0,0,3,4,3,0,0,0,6,0,23
NSW,Byng,6,0,4,4,9,9,0,9,0,0,4,48
NSW,Byrock,0,0,0,3,6,15,0,12,0,6,4,50
NSW,Byron Bay,186,104,858,436,636,1173,3,205,150,1092,678,5515
NSW,Byrrill Creek,4,5,16,10,27,22,0,5,4,17,16,127
NSW,Bywong,105,50,218,107,148,280,0,46,33,98,247,1323
NSW,Cabarita (NSW),164,45,415,179,158,397,0,106,81,101,311,1962
NSW,Cabarita Beach,0,0,16,10,7,38,0,6,7,4,16,106
NSW,Cabbage Tree Island (Ballina - NSW),0,0,0,0,6,26,0,11,0,3,27,78
NSW,Cabbage Tree Island (Mid-Coast - NSW),0,0,0,0,0,3,0,0,0,3,0,12
NSW,Cabramatta,234,62,1455,1030,1229,7430,29,2766,1988,1665,3902,21784
NSW,Cabramatta West,66,17,472,315,513,2501,3,857,571,470,1426,7220
NSW,Cabramurra,0,0,3,5,3,3,0,0,0,15,0,31
NSW,Caddens,70,15,181,111,200,360,0,88,38,99,319,1474
NSW,Cadgee (NSW),0,0,4,0,6,12,0,5,3,4,11,43
NSW,Cadia,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Caffreys Flat,0,0,6,3,10,14,0,3,0,6,8,52
NSW,Cairncross,0,0,0,0,3,0,0,0,0,0,0,3
NSW,Calala,75,74,340,317,656,960,0,250,103,233,927,3931
NSW,Calamia,0,0,0,0,0,0,0,5,0,4,0,14
NSW,Calderwood,6,0,15,13,34,33,0,10,9,12,35,177
NSW,Caldwell,0,0,10,3,6,7,0,6,0,0,4,31
NSW,Calga,4,3,9,13,28,29,0,8,6,3,37,144
NSW,Califat,0,0,0,0,4,3,0,0,0,0,6,13
NSW,Calimo,0,0,0,4,9,25,0,3,4,9,12,70
NSW,Callaghan,7,6,46,40,67,1088,0,3,4,70,0,1327
NSW,Callaghans Creek,0,0,0,0,0,0,0,3,0,0,0,5
NSW,Callala Bay,31,24,152,184,408,587,0,202,86,160,358,2193
NSW,Callala Beach,16,6,57,53,159,184,3,73,27,110,120,805
NSW,Calliope (NSW),0,0,0,0,11,21,0,11,12,14,25,107
NSW,Caloola,0,0,8,4,15,14,0,7,0,20,20,87
NSW,Cambalong,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Camberwell (NSW),0,0,0,6,10,29,0,8,0,13,20,80
NSW,Cambewarra,11,0,43,26,37,52,0,8,4,17,35,239
NSW,Cambewarra Village,34,33,149,110,199,246,0,56,25,55,277,1187
NSW,Camboon (NSW),0,0,0,4,9,4,0,4,0,6,6,40
NSW,Cambra,0,0,5,4,7,10,0,4,0,0,0,27
NSW,Cambridge Gardens,29,18,110,132,395,568,4,149,73,104,439,2017
NSW,Cambridge Park,91,32,341,389,1123,2010,7,614,171,531,1413,6727
NSW,Cambridge Plateau,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Camden,87,52,315,243,505,745,6,239,87,384,572,3230
NSW,Camden Head,8,3,26,12,20,31,0,6,10,12,24,156
NSW,Camden Park (NSW),69,33,246,216,349,510,0,98,61,81,584,2240
