Postcode,State,No motor vehicles,One motor vehicle,Two motor vehicles,Three motor vehicles,Four or more motor vehicles,Not stated,Not applicable,Total
4807,QLD,271,1409,1596,609,291,449,623,5249
4808,QLD,11,111,184,64,51,35,38,490
4809,QLD,7,125,155,51,47,34,170,586
4810,QLD,850,4452,3177,799,352,859,1890,12379
4811,QLD,188,1772,1930,653,285,280,443,5547
4812,QLD,783,3504,2566,723,340,646,1061,9618
4814,QLD,954,5293,6339,2110,1017,934,1480,18126
4815,QLD,358,2549,2759,1056,558,594,611,8478
4816,QLD,309,1210,1242,412,315,383,944,4805
4817,QLD,429,3333,4604,1645,808,469,774,12057
4818,QLD,160,2842,5140,1769,903,651,795,12251
4819,QLD,174,605,315,81,35,112,455,1766
4820,QLD,228,1568,1382,510,309,621,691,5316
4821,QLD,41,264,195,82,66,103,198,950
4822,QLD,13,92,95,40,44,63,103,449
4823,QLD,26,159,102,26,56,71,111,559
4824,QLD,111,613,406,137,87,326,319,2005
4828,QLD,13,81,35,11,5,29,43,213
4829,QLD,24,108,55,12,21,51,106,378
4830,QLD,126,232,99,22,32,146,139,800
4849,QLD,44,346,234,50,18,78,213,978
4850,QLD,248,1709,1723,665,331,398,958,6035
4852,QLD,66,960,720,181,70,188,451,2635
4854,QLD,115,728,789,267,148,267,344,2653
4855,QLD,12,99,121,55,22,37,41,388
4856,QLD,7,90,90,42,27,43,44,341
4858,QLD,18,203,262,86,47,51,45,713
4859,QLD,9,70,64,22,18,38,28,248
4860,QLD,391,1744,1449,484,231,423,548,5253
4861,QLD,45,232,224,73,29,63,97,767
4865,QLD,92,782,1228,479,300,235,251,3369
4868,QLD,423,2965,3292,999,459,733,509,9387
4869,QLD,242,1958,2821,981,502,535,406,7442
4870,QLD,2662,11406,9164,2747,1310,2533,3444,33262
4871,QLD,266,1657,1397,515,342,645,655,5478
4872,QLD,61,610,610,266,188,286,359,2378
4873,QLD,125,1105,1018,345,151,308,510,3555
4874,QLD,192,645,659,240,114,309,360,2526
4875,QLD,832,747,288,80,45,158,450,2598
4876,QLD,181,428,199,51,43,181,122,1203
4877,QLD,214,1266,750,176,104,267,596,3373
4878,QLD,255,2289,2317,674,321,386,546,6793
4879,QLD,272,3360,3494,999,443,495,1313,10384
4880,QLD,313,1733,1731,677,414,624,468,5958
4881,QLD,77,592,687,267,147,239,181,2188
4882,QLD,37,342,493,189,110,95,87,1355
4883,QLD,248,1544,1210,398,233,369,381,4394
4884,QLD,10,269,373,120,51,53,186,1063
4885,QLD,48,520,597,229,120,129,207,1854
4886,QLD,7,150,145,59,19,76,76,537
4887,QLD,17,290,297,111,67,111,147,1042
4888,QLD,42,457,386,163,69,142,287,1548
4890,QLD,62,246,137,45,31,77,113,709
4891,QLD,24,420,169,28,15,58,128,842
4892,QLD,599,561,208,62,56,314,433,2236
4895,QLD,202,913,531,162,77,366,330,2586
5000,SA,3148,4070,975,113,58,721,2096,11170
5006,SA,381,1510,773,161,82,109,583,3595
5007,SA,439,1762,1058,243,107,183,390,4180
5008,SA,614,2174,1940,590,295,261,422,6299
5009,SA,177,848,730,242,128,71,131,2328
5010,SA,289,791,710,229,112,111,121,2369
5011,SA,390,2173,1973,625,287,165,366,5977
5012,SA,447,1508,1394,465,233,221,254,4517
5013,SA,487,1532,1358,460,242,211,295,4584
5014,SA,561,2096,1810,591,272,176,380,5875
5015,SA,294,1258,866,219,111,130,319,3196
5016,SA,275,1438,1413,421,224,108,278,4158
5017,SA,260,893,687,203,97,121,169,2435
5018,SA,111,774,953,317,167,59,198,2581
5019,SA,376,1668,1395,367,170,293,420,4681
5020,SA,40,433,562,168,70,35,112,1418
5021,SA,164,1156,1135,284,190,64,223,3216
5022,SA,433,2462,2566,756,419,184,696,7516
5023,SA,738,3059,2451,747,349,329,573,8249
5024,SA,336,2001,2239,729,411,183,469,6368
5025,SA,219,1198,1377,487,266,96,179,3819
5031,SA,525,1775,1286,422,190,172,371,4734
5032,SA,496,2080,1965,575,313,158,451,6039
5033,SA,384,1587,1219,312,149,113,293,4056
5034,SA,290,1715,1481,394,205,95,372,4555
5035,SA,292,1284,826,200,101,76,286,3061
5037,SA,493,1954,1561,451,234,144,392,5233
5038,SA,753,3137,2465,682,302,242,555,8134
5039,SA,426,1463,1296,372,184,139,308,4189
5040,SA,99,297,394,95,50,42,68,1049
5041,SA,282,1681,2012,684,353,86,306,5398
5042,SA,380,1869,1567,454,223,217,322,5042
5043,SA,1051,3895,2726,698,296,340,564,9561
5044,SA,380,1841,1768,508,256,110,511,5369
5045,SA,661,3366,2399,605,277,226,1198,8739
5046,SA,431,1832,1404,339,143,123,383,4656
5047,SA,356,1409,1306,368,188,126,225,3982
5048,SA,521,2558,2300,625,313,180,533,7042
5049,SA,146,1285,1758,535,287,97,278,4394
5050,SA,67,669,924,289,189,39,116,2285
5051,SA,133,1471,2505,850,491,83,254,5783
5052,SA,68,750,1052,395,210,70,116,2656
5061,SA,264,1559,1452,424,239,88,369,4390
5062,SA,287,1895,2444,777,410,97,423,6328
5063,SA,445,2271,1825,430,185,135,499,5784
5064,SA,180,1267,1596,485,258,89,300,4179
5065,SA,373,1838,1571,401,199,97,454,4937
5066,SA,129,1352,2000,661,317,56,331,4845
5067,SA,533,2300,1507,342,138,197,636,5643
5068,SA,460,2298,1753,490,255,151,481,5887
5069,SA,314,1362,1208,348,192,117,312,3862
5070,SA,693,2838,2052,562,308,196,546,7198
5072,SA,382,2030,2078,604,325,129,412,5966
5073,SA,458,2511,2374,714,386,176,433,7050
5074,SA,509,2362,2007,532,284,221,434,6356
5075,SA,313,1584,1644,512,314,128,265,4750
5076,SA,100,1021,1545,529,340,67,142,3742
5081,SA,306,1470,1500,420,234,161,394,4475
5082,SA,512,2350,2331,710,357,198,453,6907
5083,SA,275,1219,1160,359,173,79,278,3536
5084,SA,505,1446,1169,375,246,245,351,4345
5085,SA,664,3408,3493,947,389,335,633,9867
5086,SA,601,2494,2439,704,306,268,405,7234
5087,SA,415,2085,1807,477,195,194,319,5491
5088,SA,121,589,542,154,67,65,103,1641
5089,SA,49,621,1137,424,250,54,97,2631
5090,SA,289,1346,1089,357,186,109,196,3569
5091,SA,86,925,1271,451,257,59,135,3186
5092,SA,408,2605,2647,853,449,192,329,7485
5093,SA,185,1309,1385,455,224,129,194,3875
5094,SA,23,120,117,46,38,17,22,381
5095,SA,464,3086,2948,931,447,242,492,8601
5096,SA,290,1690,1932,736,425,178,267,5513
5097,SA,264,1897,2247,660,363,131,269,5828
5098,SA,318,1830,1826,576,274,173,261,5256
5106,SA,10,7,0,0,0,3,0,24
5107,SA,394,1995,2362,940,448,256,262,6654
5108,SA,1372,5756,5254,1809,1020,906,801,16915
5109,SA,543,2972,2715,984,551,323,421,8501
5110,SA,128,1015,1270,438,263,209,165,3482
5111,SA,0,7,0,0,0,0,0,16
5112,SA,1272,2997,2165,702,423,591,670,8824
5113,SA,1127,3137,1946,606,260,694,679,8451
5114,SA,639,4256,4969,1723,960,592,624,13764
5115,SA,230,1638,1905,551,245,192,260,5018
5116,SA,280,1667,1479,490,296,174,244,4632
5117,SA,28,239,498,251,256,46,51,1364
5118,SA,442,2352,2708,1133,769,295,493,8187
5120,SA,28,219,398,190,107,67,82,1089
5121,SA,36,329,306,130,78,54,63,989
5125,SA,298,2478,3010,1101,690,123,253,7950
5126,SA,95,814,1182,455,233,69,114,2959
5127,SA,147,960,1220,441,240,62,106,3177
5131,SA,4,44,124,70,82,10,20,360
5132,SA,0,16,69,25,37,9,11,160
5133,SA,0,19,45,28,28,7,9,137
5134,SA,0,28,72,29,21,8,13,173
5136,SA,0,24,83,39,29,10,14,203
5137,SA,4,30,71,44,48,10,18,219
5138,SA,0,17,58,25,10,11,19,143
5139,SA,0,11,41,28,13,4,22,119
5140,SA,0,24,84,28,23,4,13,176
5141,SA,0,33,105,62,42,13,16,270
5142,SA,5,57,86,47,14,6,13,239
5144,SA,7,26,65,34,27,6,23,190
5150,SA,0,3,8,4,4,0,0,19
5151,SA,3,25,61,23,24,7,11,153
5152,SA,62,607,1044,392,252,54,151,2559
5153,SA,30,455,984,495,382,128,262,2734
5154,SA,15,256,556,239,123,14,69,1276
5155,SA,19,473,670,223,111,26,89,1609
5156,SA,3,77,173,50,38,10,23,387
5157,SA,3,164,431,221,227,61,99,1211
5158,SA,213,2722,4157,1442,698,154,358,9747
5159,SA,317,3654,5462,1958,1082,248,539,13264
5160,SA,0,3,4,3,0,0,0,12
5161,SA,236,1607,1588,494,262,140,195,4518
5162,SA,919,5448,5176,1670,901,529,695,15339
5163,SA,433,2117,2042,723,408,304,299,6340
5164,SA,358,931,569,155,85,244,203,2534
5165,SA,240,1124,832,249,96,133,248,2927
5166,SA,56,345,273,89,40,41,88,937
5167,SA,131,880,979,335,178,77,211,2785
5168,SA,192,870,835,264,157,109,143,2559
5169,SA,370,2806,3108,885,427,239,423,8263
5170,SA,21,172,204,65,41,16,66,575
5171,SA,82,740,921,393,260,96,200,2683
5172,SA,33,353,632,273,216,77,121,1706
5173,SA,184,1938,2001,640,328,238,1110,6434
5174,SA,20,329,486,198,110,73,307,1517
5201,SA,5,143,331,181,122,66,37,888
5202,SA,5,77,135,64,49,18,86,436
5203,SA,11,208,206,94,50,23,77,668
5204,SA,43,645,624,173,74,83,1553,3201
5210,SA,5,127,287,149,79,33,46,720
5211,SA,396,3407,2596,756,380,273,2426,10237
5212,SA,40,454,336,101,48,18,603,1614
5213,SA,9,194,227,73,38,24,724,1286
5214,SA,208,1923,1550,446,260,186,2129,6707
5220,SA,3,19,28,7,3,6,12,78
5221,SA,4,69,67,20,8,17,119,306
5222,SA,11,135,129,49,21,21,358,716
5223,SA,78,526,541,206,139,145,627,2255
5231,SA,7,80,196,107,77,31,31,523
5232,SA,0,17,53,36,42,4,12,159
5233,SA,10,104,221,91,96,18,55,605
5234,SA,5,92,180,111,87,23,44,543
5235,SA,15,258,383,217,155,79,143,1245
5236,SA,0,28,62,27,22,13,28,184
5237,SA,0,36,40,35,36,12,17,167
5238,SA,76,775,693,255,194,149,1295,3432
5240,SA,4,29,71,48,31,8,36,225
5241,SA,27,304,396,138,90,44,72,1067
5242,SA,10,166,251,121,75,33,52,715
5243,SA,10,75,124,60,51,17,37,370
5244,SA,23,425,635,277,224,50,181,1823
5245,SA,46,354,450,177,159,41,83,1314
5250,SA,14,327,586,213,166,28,73,1414
5251,SA,378,2551,2920,932,515,271,519,8093
5252,SA,49,685,1074,404,246,104,152,2718
5253,SA,567,2825,2521,969,635,490,1006,9008
5254,SA,15,211,343,196,158,59,260,1244
5255,SA,113,1099,1427,720,494,182,358,4390
5256,SA,17,266,241,103,63,61,295,1046
5259,SA,14,123,182,72,57,29,195,677
5260,SA,40,283,238,97,62,95,139,956
5261,SA,4,27,43,24,31,12,31,171
5262,SA,0,28,71,45,33,22,44,233
5263,SA,4,13,23,15,8,0,20,84
5264,SA,27,179,178,70,59,61,231,814
5265,SA,5,56,65,23,30,12,52,238
5266,SA,7,71,91,43,25,25,58,325
5267,SA,28,223,292,144,79,90,118,973
5268,SA,52,436,527,209,154,95,198,1670
5269,SA,5,13,39,24,20,11,14,123
5270,SA,0,36,95,62,36,24,40,287
5271,SA,124,894,1144,443,276,255,443,3576
5272,SA,13,69,129,47,74,32,89,444
5273,SA,0,11,18,16,3,0,12,58
5275,SA,42,336,389,153,113,63,728,1821
5276,SA,21,219,250,87,40,33,861,1510
5277,SA,31,396,445,177,118,65,222,1457
5278,SA,0,51,84,30,30,26,49,270
5279,SA,5,56,85,32,30,26,34,271
5280,SA,168,994,1080,510,283,206,752,3990
5290,SA,833,4137,3713,1225,638,590,1192,12323
5291,SA,38,558,1293,738,616,237,761,4250
5301,SA,4,52,65,32,44,12,42,261
5302,SA,20,108,126,52,43,34,74,455
5303,SA,3,7,22,15,6,4,32,95
5304,SA,19,106,129,62,37,34,81,472
5306,SA,0,7,13,9,7,5,23,53
5307,SA,14,65,76,42,30,23,78,330
5308,SA,0,19,19,5,10,6,25,82
5309,SA,0,5,8,13,12,4,43,83
5310,SA,0,0,5,0,4,0,0,12
5311,SA,6,32,57,21,41,29,34,214
5320,SA,19,139,117,42,31,27,634,1008
5321,SA,0,63,49,21,13,35,94,284
5322,SA,12,103,159,75,45,17,82,490
5330,SA,88,507,483,193,121,126,225,1747
5331,SA,0,35,54,26,13,6,18,150
5332,SA,3,46,55,29,14,11,57,222
5333,SA,121,727,980,342,222,168,277,2844
5340,SA,19,155,222,94,59,66,66,681
5341,SA,215,1109,1141,495,260,196,390,3800
5342,SA,9,86,168,90,74,13,57,494
5343,SA,196,832,684,260,124,181,293,2564
5344,SA,5,64,123,71,57,25,67,412
5345,SA,89,556,499,213,137,97,218,1813
5346,SA,5,36,51,38,21,11,20,182
5350,SA,0,14,74,42,51,9,7,194
5351,SA,30,484,902,452,336,89,175,2459
5352,SA,70,745,845,281,216,69,239,2473
5353,SA,44,450,599,280,192,80,442,2089
5354,SA,5,66,50,28,12,76,312,554
5355,SA,138,1144,1212,482,360,95,259,3693
5356,SA,3,56,104,63,61,29,69,381
5357,SA,8,78,74,31,15,37,321,560
5360,SA,4,85,171,94,64,45,35,493
5371,SA,9,59,135,104,118,24,38,484
5372,SA,3,222,361,182,117,31,31,948
5373,SA,59,455,516,226,164,61,146,1618
5374,SA,9,195,219,101,88,42,161,813
5381,SA,4,53,44,31,21,5,59,217
5400,SA,0,54,146,71,55,19,34,371
5401,SA,8,92,105,53,42,14,54,378
5410,SA,0,36,35,26,14,0,19,142
5411,SA,0,21,50,18,21,7,16,134
5412,SA,22,179,197,64,41,31,67,604
5413,SA,6,117,117,62,53,20,67,449
5414,SA,0,18,15,9,13,8,16,79
5415,SA,0,38,36,19,13,3,54,161
5416,SA,0,21,34,15,13,5,34,118
5417,SA,37,228,232,99,68,43,197,897
5418,SA,0,14,17,10,7,8,17,71
5419,SA,3,36,31,10,17,6,48,150
5420,SA,0,3,10,8,4,0,9,40
5421,SA,4,23,21,7,7,7,28,94
5422,SA,77,325,202,92,52,116,226,1092
5431,SA,21,98,114,59,64,27,127,512
5432,SA,0,21,17,6,16,3,53,121
5433,SA,16,205,190,83,56,60,175,788
5434,SA,21,151,74,23,21,28,97,418
5440,SA,0,35,22,6,12,17,85,183
5451,SA,3,93,148,48,23,8,62,393
5452,SA,0,38,67,39,21,3,44,214
5453,SA,96,647,839,299,184,151,345,2556
5454,SA,3,46,44,26,30,8,27,189
5455,SA,0,4,10,6,4,0,3,22
5460,SA,8,67,110,47,47,12,44,338
5461,SA,54,371,357,165,96,41,144,1229
5462,SA,5,60,77,28,17,15,20,226
5464,SA,0,57,69,47,38,27,62,309
5470,SA,0,18,26,9,8,6,21,87
5471,SA,0,11,10,5,10,3,12,47
5472,SA,0,28,31,13,12,5,22,117
5473,SA,16,113,117,44,24,26,68,415
5480,SA,10,126,121,56,44,26,81,465
5481,SA,8,63,74,56,36,13,69,323
5482,SA,5,56,60,32,36,8,72,272
5483,SA,0,45,68,21,17,22,53,220
5485,SA,9,95,87,47,28,69,53,387
5490,SA,0,8,20,13,9,7,20,90
5491,SA,42,237,294,119,74,26,138,933
5493,SA,0,13,6,7,3,0,0,28
5495,SA,14,100,110,41,27,36,151,481
5501,SA,39,546,1075,609,527,179,357,3329
5502,SA,30,144,199,110,110,52,53,701
5510,SA,0,15,12,12,6,4,13,60
5520,SA,20,98,73,25,15,19,63,317
5521,SA,3,21,17,13,9,7,18,84
5522,SA,38,293,227,89,50,42,550,1301
5523,SA,40,262,266,125,90,48,128,953
5540,SA,657,2446,2014,775,424,406,853,7582
5550,SA,29,146,135,67,33,36,109,553
5552,SA,0,22,51,28,26,12,55,196
5554,SA,101,740,801,282,195,131,268,2516
5555,SA,4,55,99,33,32,10,76,302
5556,SA,107,814,709,183,121,122,1016,3071
5558,SA,105,867,881,300,152,153,1187,3634
5560,SA,9,65,60,32,18,18,56,264
5570,SA,7,113,122,18,18,19,176,478
5571,SA,35,377,325,113,65,76,782,1773
5572,SA,3,15,29,13,15,7,21,88
5573,SA,37,300,336,104,87,80,679,1619
5575,SA,32,377,389,179,97,82,1175,2330
5576,SA,32,178,176,61,31,40,170,693
5577,SA,3,94,92,37,31,26,391,672
5580,SA,4,57,65,30,18,8,138,313
5581,SA,15,128,128,27,6,27,464,802
5582,SA,14,100,120,28,18,10,248,538
5583,SA,17,166,159,52,19,28,460,904
5600,SA,180,977,916,359,219,119,401,3157
5601,SA,0,17,14,3,6,3,77,119
5602,SA,30,179,187,95,59,52,289,892
5603,SA,7,48,69,33,23,17,116,318
5604,SA,3,39,46,14,4,8,107,214
5605,SA,56,336,327,106,49,51,198,1120
5606,SA,440,2185,2161,669,311,452,776,6995
5607,SA,25,509,813,382,238,147,884,2987
5608,SA,915,2326,1586,538,251,548,956,7118
5609,SA,26,254,310,100,63,24,73,848
5611,SA,10,33,10,3,9,6,34,102
5630,SA,0,10,20,9,13,0,5,56
5631,SA,12,106,160,83,41,12,61,482
5632,SA,0,5,34,16,18,5,28,102
5633,SA,7,34,41,13,11,12,56,167
5640,SA,26,146,158,58,36,33,55,511
5641,SA,13,123,143,84,38,22,175,594
5642,SA,5,17,21,15,29,7,37,128
5650,SA,0,14,12,12,19,10,31,93
5651,SA,0,4,10,4,10,0,3,29
5652,SA,19,77,94,38,36,23,68,347
5653,SA,0,5,4,3,3,4,5,29
5654,SA,3,23,21,17,14,14,41,138
5655,SA,0,5,13,8,3,0,11,50
5660,SA,0,0,3,3,3,0,9,19
5661,SA,0,16,7,10,12,9,18,72
5670,SA,10,81,80,27,19,24,104,349
5671,SA,4,27,22,10,17,6,69,159
5680,SA,33,317,332,137,88,96,465,1464
5690,SA,154,544,519,193,125,190,388,2115
5700,SA,532,1849,1428,455,238,536,1022,6062
5701,SA,0,14,4,0,0,5,0,36
5710,SA,14,224,335,158,83,56,78,956
5713,SA,0,3,3,0,0,5,8,20
5715,SA,4,0,3,0,3,0,10,22
5717,SA,0,10,9,4,4,4,11,47
5719,SA,0,15,15,6,3,4,11,47
5720,SA,24,77,30,7,8,22,149,323
5722,SA,7,49,43,19,18,14,373,533
5723,SA,76,399,241,72,35,212,499,1541
5724,SA,3,44,12,0,10,10,4,83
5725,SA,38,389,547,223,96,149,345,1781
5730,SA,4,19,16,13,5,9,17,83
5731,SA,17,54,18,6,10,19,110,244
5732,SA,10,58,21,10,3,22,56,177
5733,SA,6,32,19,3,8,15,70,150
5734,SA,17,28,13,0,4,4,35,103
5950,SA,0,0,0,0,0,0,0,0
6000,WA,1475,3442,1019,152,56,790,1805,8740
6003,WA,311,992,341,66,12,212,356,2289
6004,WA,1028,3335,1066,149,50,501,1499,7625
6005,WA,495,1748,627,63,40,180,657,3812
6006,WA,295,1598,1451,381,151,142,421,4439
6007,WA,283,1755,1141,232,86,177,417,4085
6008,WA,648,3460,2164,468,164,270,854,8037
6009,WA,363,2052,2608,834,427,169,725,7174
6010,WA,365,2708,2892,789,355,274,870,8247
6011,WA,101,1127,1427,515,274,117,545,4111
6012,WA,329,1301,1288,393,213,179,419,4122
6014,WA,461,3289,3300,878,431,216,788,9362
6015,WA,87,493,1010,418,292,58,198,2559
6016,WA,280,1649,1642,380,149,158,371,4635
6017,WA,187,1115,658,118,52,179,211,2519
6018,WA,811,5727,6903,1830,826,567,1361,18014
6019,WA,350,4066,4132,991,427,472,1280,11726
6020,WA,200,2048,3840,1241,705,222,611,8865
6021,WA,478,2903,3269,990,513,318,574,9047
6022,WA,70,592,900,263,155,56,109,2139
6023,WA,136,1426,2701,805,444,98,284,5908
6024,WA,143,1601,2296,743,363,144,274,5568
6025,WA,277,3362,5317,1780,950,261,718,12678
6026,WA,241,2306,3626,1262,760,148,364,8702
6027,WA,499,4820,6693,2360,1229,590,1090,17286
6028,WA,127,1846,3628,1437,814,181,332,8369
6029,WA,21,256,459,164,99,33,87,1117
6030,WA,576,4838,5733,2041,1065,661,1088,16007
6031,WA,142,1709,2733,947,498,186,280,6494
6032,WA,3,9,20,12,14,9,7,83
6033,WA,0,18,39,34,39,10,20,162
6034,WA,17,442,611,117,53,53,91,1375
6035,WA,110,1380,1545,458,231,166,432,4324
6036,WA,229,2212,2400,785,338,225,385,6577
6037,WA,37,451,536,191,117,99,204,1637
6038,WA,74,1354,1565,376,145,112,258,3883
6041,WA,7,133,217,116,87,52,514,1122
6042,WA,3,21,12,6,0,14,56,115
6043,WA,0,42,45,26,8,7,348,482
6044,WA,17,195,202,88,54,56,861,1472
6050,WA,515,2741,2129,621,326,256,709,7305
6051,WA,682,3343,1851,328,153,350,1274,7973
6052,WA,325,1858,1795,446,207,149,392,5165
6053,WA,387,2419,2415,585,278,217,643,6944
6054,WA,542,3162,3114,961,470,450,704,9397
6055,WA,224,3096,5106,1571,783,317,642,11738
6056,WA,1073,5715,5648,2136,1369,1273,1632,18852
6057,WA,159,1892,2441,1018,647,218,424,6795
6058,WA,213,1709,2001,709,430,303,334,5697
6059,WA,599,3601,3515,1113,707,329,661,10532
6060,WA,831,5618,3845,801,376,527,1088,13086
6061,WA,1198,6813,5504,1551,648,1262,1464,18442
6062,WA,662,4530,5185,1617,903,504,970,14379
6063,WA,209,1407,1956,834,489,225,284,5407
6064,WA,575,3418,4025,1596,1018,514,655,11807
6065,WA,577,6273,10194,3686,2032,614,1098,24481
6066,WA,199,1713,2456,1073,702,207,294,6644
6067,WA,3,4,0,0,0,0,0,13
6068,WA,0,0,0,0,0,0,0,5
6069,WA,326,4584,6703,2280,1252,579,943,16661
6070,WA,9,263,610,262,157,34,89,1429
6071,WA,14,251,514,258,190,30,85,1356
6072,WA,3,54,131,65,48,6,23,322
6073,WA,49,324,440,217,161,52,98,1328
6074,WA,15,71,128,83,70,7,21,386
6076,WA,221,1907,3244,1487,1152,201,574,8799
6077,WA,12,162,169,90,159,27,40,658
6078,WA,3,29,79,84,87,15,18,319
6079,WA,0,0,5,5,4,0,4,12
6081,WA,17,305,668,380,312,41,85,1808
6082,WA,16,236,451,245,230,50,68,1286
6083,WA,6,158,442,286,298,60,157,1406
6084,WA,40,530,1112,657,593,179,337,3440
6090,WA,4,6,4,0,0,7,0,21
6100,WA,592,3322,2267,539,209,361,977,8270
6101,WA,559,2968,2570,643,262,424,613,8030
6102,WA,648,2108,1566,527,289,384,687,6210
6103,WA,436,2381,1559,339,148,248,891,6002
6104,WA,434,2342,2177,655,281,391,732,7015
6105,WA,460,2529,2229,638,315,420,733,7339
6106,WA,3,11,0,0,0,5,0,21
6107,WA,866,5885,6464,2166,1219,991,1498,19092
6108,WA,340,2738,3338,1235,688,335,509,9176
6109,WA,303,1711,1545,598,426,315,382,5277
6110,WA,732,4968,6023,2208,1274,774,970,16943
6111,WA,388,2776,3298,1358,908,483,717,9928
6112,WA,959,7182,10412,3286,1741,1170,1634,26382
6121,WA,9,91,316,235,309,31,52,1036
6122,WA,93,1673,3096,1205,795,230,454,7551
6123,WA,8,142,311,153,120,43,55,829
6124,WA,9,75,174,98,73,29,33,493
6125,WA,17,219,364,222,263,81,61,1227
6126,WA,0,17,35,17,15,10,20,114
6147,WA,280,2043,2147,700,388,233,464,6251
6148,WA,254,2188,2913,916,451,178,501,7398
6149,WA,199,1895,3098,971,506,114,410,7195
6150,WA,107,1190,1903,701,382,96,298,4668
6151,WA,415,3263,2654,670,293,310,1272,8872
6152,WA,602,4242,4010,1134,459,399,1158,12009
6153,WA,310,2859,3425,1025,552,252,999,9430
6154,WA,234,1401,1616,465,247,100,347,4419
6155,WA,287,4229,7576,2906,1549,346,704,17590
6156,WA,368,2205,2894,829,469,252,558,7573
6157,WA,365,2442,2346,579,302,223,536,6799
6158,WA,124,1053,1205,375,169,96,304,3327
6159,WA,104,704,660,144,70,85,290,2052
6160,WA,494,1949,1248,278,126,362,719,5177
6161,WA,120,12,7,0,0,42,60,245
6162,WA,357,1961,1832,485,224,225,500,5587
6163,WA,1342,8185,8392,2572,1373,1013,1943,24812
6164,WA,617,6871,10337,3300,1696,701,1451,24967
6165,WA,0,11,6,3,11,13,3,41
6166,WA,90,1090,1677,658,396,218,230,4363
6167,WA,567,3630,3777,1258,655,604,880,11366
6168,WA,865,4716,3235,1034,489,649,1360,12353
6169,WA,653,4701,5193,1831,898,611,1394,15278
6170,WA,220,1799,2501,729,352,254,363,6215
6171,WA,231,3949,5560,1705,886,513,816,13660
6172,WA,118,1361,1891,713,352,207,295,4932
6173,WA,47,908,1769,737,400,87,254,4201
6174,WA,49,643,813,278,152,88,196,2222
6175,WA,18,337,609,241,125,43,157,1524
6176,WA,3,162,300,113,74,31,48,742
6180,WA,38,793,950,352,149,70,182,2532
6181,WA,0,16,42,34,50,3,5,162
6182,WA,0,0,0,0,0,0,0,0
6207,WA,3,50,158,95,83,34,29,444
6208,WA,125,1716,1814,741,448,269,883,6003
6209,WA,31,252,211,134,130,73,78,913
6210,WA,1742,12312,10674,3405,1695,1450,6228,37498
6211,WA,52,967,1368,463,249,99,900,4108
6213,WA,10,78,86,49,33,31,69,354
6214,WA,0,40,80,48,62,17,46,294
6215,WA,60,472,597,269,205,94,529,2224
6218,WA,3,53,95,32,20,11,37,256
6219,WA,0,36,89,38,45,13,33,256
6220,WA,77,516,593,265,174,113,279,2021
6221,WA,0,30,26,17,20,7,13,114
6223,WA,0,8,21,20,11,0,3,63
6224,WA,13,138,165,88,56,38,77,569
6225,WA,166,1081,1267,585,390,283,505,4281
6226,WA,0,39,121,68,65,11,24,334
6227,WA,0,52,116,64,40,17,20,307
6228,WA,0,12,28,10,10,6,9,74
6229,WA,0,48,22,8,5,21,0,107
6230,WA,981,6549,6595,2159,1004,1051,2006,20354
6232,WA,122,1366,1737,613,275,183,330,4632
6233,WA,158,2018,3138,1218,636,310,778,8256
6236,WA,7,151,308,182,144,43,116,951
6237,WA,6,185,363,200,166,62,75,1052
6239,WA,35,493,676,306,196,101,194,2007
6240,WA,0,14,18,21,11,7,5,77
6243,WA,0,12,12,8,9,0,6,41
6244,WA,22,161,216,115,84,73,141,810
6251,WA,0,25,44,22,24,6,9,129
6252,WA,0,20,16,17,12,4,21,85
6253,WA,5,111,109,48,22,17,102,419
6254,WA,7,68,80,44,21,15,49,286
6255,WA,47,568,691,270,175,131,377,2251
6256,WA,0,30,65,29,33,11,60,225
6258,WA,135,837,911,399,241,186,464,3174
6260,WA,21,164,199,84,47,61,215,796
6262,WA,8,83,107,41,40,41,272,592
6271,WA,28,371,532,252,117,77,260,1627
6275,WA,33,174,247,104,52,83,291,988
6280,WA,441,4212,4517,1575,868,646,2436,14694
6281,WA,42,1016,1437,408,174,181,2170,5431
6282,WA,9,146,239,121,67,44,577,1194
6284,WA,11,238,426,156,76,105,306,1322
6285,WA,124,1269,1632,500,241,323,1079,5161
6286,WA,4,80,155,50,26,29,123,475
6288,WA,0,55,85,44,38,22,114,355
6290,WA,34,357,331,96,50,55,686,1606
6302,WA,49,493,508,244,152,153,301,1899
6304,WA,22,192,247,118,92,78,205,953
6306,WA,15,89,130,62,52,37,108,496
6308,WA,28,169,206,104,101,79,122,808
6309,WA,0,33,39,17,28,16,40,178
6311,WA,3,66,75,52,52,15,42,308
6312,WA,117,661,567,245,153,194,346,2285
6313,WA,0,19,39,21,17,3,29,133
6315,WA,42,229,262,99,97,80,131,941
6316,WA,0,32,50,31,36,16,42,194
6317,WA,109,483,499,205,151,158,238,1854
6318,WA,9,46,55,36,35,20,67,273
6320,WA,5,58,46,52,33,23,88,300
6321,WA,8,66,58,40,16,22,61,263
6322,WA,0,20,30,20,16,9,23,114
6323,WA,9,129,168,78,50,36,113,586
6324,WA,33,406,495,235,179,137,298,1779
6326,WA,0,25,68,45,41,17,59,253
6327,WA,0,16,27,18,19,13,31,134
6328,WA,4,42,56,28,28,27,86,268
